,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
413,lugovoy,88,RU,1544673734,91,59.72,65.88,20.93,6.96
414,grand river south east,,,,,,,,
415,poronaysk,0,RU,1544673735,97,49.22,143.1,8.96,3.83
416,praia da vitoria,20,PT,1544670000,87,38.73,-27.07,51.8,7.63
417,leningradskiy,64,RU,1544673735,98,69.38,178.42,-3.51,19.48
418,abu zabad,0,SD,1544673736,38,12.35,29.25,56.62,12.21
419,pecica,20,RO,1544671800,100,46.17,21.07,30.2,3.15
420,doka,0,SD,1544673736,87,13.52,35.76,67.69,4.16
421,skibotn,75,NO,1544669400,69,69.39,20.27,39.2,21.92
422,gayny,76,RU,1544673737,92,60.3,54.33,24.22,3.94
423,toamasina,75,MG,1544670000,83,-18.17,49.38,82.4,5.82
424,ruiz,48,MX,1544673738,71,21.95,-105.15,69.58,2.15
425,shizuishan,76,CN,1544673738,48,39.02,106.36,11.44,1.14
426,esso,0,RU,1544673738,55,55.93,158.7,-15.79,0.81
427,bobo dioulasso,,,,,,,,
428,keita,20,NG,1544670000,94,7.1,3.65,78.8,2.24
429,constitucion,75,MX,1544669100,71,23.99,-104.67,53.6,3.36
430,pisco,0,PE,1544670000,82,-13.71,-76.2,68,5.82
431,inuvik,90,CA,1544670000,76,68.36,-133.71,-5.81,2.24
432,samalaeulu,,,,,,,,
433,bima,64,ID,1544673637,76,-8.45,118.73,85.91,3.71
434,avera,1,US,1544673300,88,33.19,-82.53,46.94,2.59
435,dunda,75,IN,1544668200,81,30.62,78.32,51.8,39.15
436,gazanjyk,0,TM,1544673741,70,39.24,55.52,33.89,2.59
437,havoysund,88,NO,1544671200,65,71,24.66,41,32.21
438,porto recanati,56,IT,1544673742,90,43.44,13.66,40.73,6.96
439,chengde,0,CN,1544673742,26,40.97,117.93,21.2,6.29
440,gamba,0,CN,1544673743,70,28.28,88.52,-0.67,3.83
441,polson,90,US,1544669700,58,47.69,-114.16,35.06,11.41
442,marquette,90,US,1544672280,92,46.54,-87.4,33.08,6.93
443,chokurdakh,44,RU,1544673744,60,70.62,147.9,-26.91,11.65
444,tarudant,,,,,,,,
445,barcelos,75,PT,1544671800,81,41.53,-8.62,53.6,12.75
446,touros,40,BR,1544670000,88,-5.2,-35.46,75.2,3.36
447,yarim,0,YE,1544673745,68,14.3,44.38,35.11,1.59
448,muros,40,ES,1544671800,100,42.77,-9.06,46.4,4.7
449,aknada,0,RU,1544673745,90,43.38,46.91,37.04,20.04
450,carutapera,92,BR,1544673746,93,-1.2,-46.02,77.9,5.73
451,ixtapa,75,MX,1544669280,100,20.71,-105.21,73.4,0.81
452,zhanaozen,12,KZ,1544673475,79,43.35,52.85,45.01,15.68
453,tarragona,0,ES,1544671800,87,41.12,1.25,48.2,3.36
454,alpena,90,US,1544672100,95,45.06,-83.43,34.34,6.93
455,sechura,56,PE,1544673747,82,-5.56,-80.82,70.79,11.21
456,comodoro rivadavia,0,AR,1544670000,47,-45.87,-67.48,59,8.05
457,martvili,90,GE,1544671800,100,42.41,42.38,42.8,11.41
458,byron bay,44,AU,1544671800,65,-28.65,153.62,93.2,24.16
459,san jose,88,PH,1544673476,90,15.79,120.99,78.04,4.38
460,kurilsk,44,RU,1544673749,100,45.23,147.88,31.78,15.01
461,lashio,48,MM,1544673749,92,22.93,97.75,61.7,2.48
462,garden city,75,US,1544673180,58,40.73,-73.63,39.02,8.05
463,lavrentiya,12,RU,1544673750,100,65.58,-170.99,10.09,36.15
464,los llanos de aridane,0,ES,1544671800,64,28.66,-17.92,68,8.05
465,dudinka,80,RU,1544673750,90,69.41,86.18,12.79,19.26
466,hamilton,90,CA,1544672880,80,43.26,-79.87,35.6,16.11
467,meulaboh,20,ID,1544673751,100,4.14,96.13,81.01,5.17
468,berbera,,,,,,,,
469,chichester,40,GB,1544673000,77,50.84,-0.78,35.6,14.99
470,oranjemund,0,ZA,1544673752,97,-28.55,16.43,62.38,20.6
471,kadykchan,,,,,,,,
472,oktyabrskiy,90,RU,1544671800,92,55.61,37.97,32,13.42
473,vestmannaeyjar,80,IS,1544673753,92,63.44,-20.27,44.51,28.66
474,yarada,20,IN,1544671800,69,17.65,83.27,78.8,9.17
475,palmas,68,BR,1544673753,86,-10.18,-48.33,75.65,2.15
476,plettenberg bay,36,ZA,1544673754,98,-34.05,23.37,63.46,8.97
477,jiazi,90,CN,1544670000,82,19.61,110.49,64.4,13.42
478,turan,44,RU,1544673590,44,52.15,93.92,-23.85,1.59
479,bollnas,0,SE,1544673755,85,61.35,16.39,10.49,2.48
480,tabou,44,CI,1544673755,100,4.42,-7.36,80.83,1.25
481,gao,0,ML,1544673755,70,16.28,-0.04,53.92,2.82
482,quatre cocos,40,MU,1544670000,74,-20.21,57.76,80.6,6.93
483,baghdad,88,IQ,1544670000,100,33.3,44.38,51.8,4.7
484,lazaro cardenas,40,MX,1544669340,93,28.39,-105.62,44.6,6.62
485,cockburn town,68,TC,1544673754,100,21.46,-71.14,78.04,19.04
486,kavaratti,24,IN,1544673757,100,10.57,72.64,81.68,8.97
487,shemursha,92,RU,1544673473,95,54.89,47.52,19.49,5.39
488,atar,0,MR,1544673757,39,20.52,-13.05,53.06,6.62
489,tessalit,8,ML,1544673757,43,20.2,1.01,43.43,2.71
490,neuquen,0,AR,1544670000,37,-38.95,-68.06,71.6,5.82
491,tiksi,0,RU,1544673758,58,71.64,128.87,-14.76,24.63
492,karatau,12,KZ,1544673758,65,43.18,70.46,20.75,3.15
493,port lincoln,80,AU,1544673759,86,-34.72,135.86,60.04,26.98
494,maniitsoq,0,GL,1544673759,100,65.42,-52.9,13.87,9.19
495,nantucket,1,US,1544673180,54,41.28,-70.1,32,6.93
496,khandbari,0,NP,1544673760,72,27.38,87.21,27.5,0.92
497,lakshettipet,92,IN,1544673760,96,18.89,79.21,67.19,9.98
498,dukat,0,RS,1544673760,67,42.44,22.31,11.03,1.81
499,mujiayingzi,0,CN,1544673761,40,42.12,118.78,14.45,10.54
500,karasjok,56,NO,1544671200,69,69.47,25.52,35.6,27.51
501,grand-lahou,64,CI,1544673761,94,5.24,-5,75.2,1.81
502,talagang,68,PK,1544673642,96,32.92,72.41,42.98,2.93
503,tabas,0,IR,1544670000,44,33.6,56.92,39.2,2.24
504,cap malheureux,40,MU,1544670000,74,-19.98,57.61,80.6,6.93
505,porto de moz,56,BR,1544673762,93,-1.75,-52.24,76.64,5.73
506,kargasok,80,RU,1544673763,83,59.06,80.87,0.05,3.94
507,lamar,1,US,1544669580,40,38.09,-102.62,39.02,19.46
508,lasa,40,CY,1544671800,47,34.92,32.53,59,12.75
509,muisne,88,EC,1544673764,95,0.61,-80.02,73.27,2.93
510,shahpura,88,IN,1544673764,91,25.63,74.93,55.36,5.5
511,marawi,64,PH,1544673764,77,8,124.29,79.57,1.81
512,juruti,44,BR,1544673725,90,-2.16,-56.09,75.79,2.15
513,tynda,0,RU,1544673765,47,55.15,124.74,-23.76,2.93
514,metro,36,ID,1544673765,92,-5.11,105.31,83.66,4.94
515,budogoshch,80,RU,1544673765,89,59.29,32.45,26.69,7.96
516,borogontsy,68,RU,1544673766,72,62.67,131.17,-30.6,3.6
517,westport,92,IE,1544673766,98,53.8,-9.52,46.54,25.41
518,ostrovnoy,0,RU,1544673766,88,68.05,39.51,18.64,13.89
519,ericeira,75,PT,1544671800,82,38.96,-9.42,60.8,12.75
520,impfondo,0,CD,1544673767,96,1.62,18.06,68.81,2.15
521,copiapo,48,CL,1544670000,87,-27.37,-70.33,59,3.36
522,palana,12,RU,1544673767,36,59.08,159.95,-17.91,2.37
523,vilyuysk,64,RU,1544673768,70,63.75,121.63,-10.44,4.16
524,portland,90,US,1544673180,76,45.52,-122.67,50,6.96
525,jacksonville,75,US,1544672100,87,30.33,-81.66,53.06,3.04
526,clarence town,0,AU,1544671800,45,-32.59,151.78,87.8,10.29
527,neiafu,75,TO,1544670000,78,-18.65,-173.98,80.6,5.82
528,faya,40,SA,1544670000,93,18.39,42.45,59,5.82
529,rundu,0,NA,1544673770,23,-17.91,19.77,70.93,11.54
530,kearney,1,US,1544672100,61,40.7,-99.08,37.94,8.05
531,shubarshi,36,KZ,1544673770,69,48.59,57.19,16.88,14.34
532,sisimiut,36,GL,1544673770,100,66.94,-53.67,0.68,2.15
533,verkhnevilyuysk,64,RU,1544673771,64,63.45,120.31,-8.59,5.39
534,komsomolskiy,68,RU,1544673771,93,67.55,63.78,23.81,18.25
535,cervo,32,BR,1544673772,77,-22.19,-46.24,65.48,5.17
536,asau,,,,,,,,
537,ucluelet,92,CA,1544673772,100,48.94,-125.55,44.24,7.07
538,shingu,20,JP,1544670000,57,33.72,135.99,51.8,10.29
539,wajid,0,SO,1544673773,79,3.81,43.25,74.53,10.98
540,matara,12,PE,1544673773,80,-13.74,-72.9,44.29,1.92
541,middletown,1,US,1544673240,80,41.45,-74.42,26.06,4.7
542,taksimo,20,RU,1544673774,37,56.36,114.84,-19.89,1.7
543,pangody,56,RU,1544673774,85,65.85,74.49,12.52,14.34
544,iskateley,68,RU,1544673583,88,67.68,53.15,25.7,14
545,deh rawud,,,,,,,,
546,mindelo,75,PT,1544671800,81,41.31,-8.72,53.6,12.75
547,cessnock,0,AU,1544671800,45,-32.83,151.35,87.8,10.29
548,pauini,24,BR,1544673775,93,-7.71,-67,75.65,4.05
549,darnah,48,LY,1544673776,100,32.77,22.64,61.84,10.09
550,ayakudi,0,IN,1544673776,78,10.45,77.55,70.03,1.36
551,ulaangom,8,MN,1544673776,37,49.98,92.07,-21.87,0.69
552,carballo,92,ES,1544671800,81,43.21,-8.69,50,10.29
553,hami,0,CN,1544673777,50,42.84,93.51,1.13,3.38
554,banamba,0,ML,1544673777,54,13.55,-7.45,59.68,5.39
555,uray,80,RU,1544673777,92,60.13,64.8,20.66,5.84
556,livingstone,0,ZW,1544673778,82,-17.85,25.86,56.03,3.94
557,barmer,0,IN,1544673778,90,25.74,71.4,52.43,9.75
558,ushtobe,88,KZ,1544673778,93,45.25,77.98,28.27,2.48
559,columbus,1,US,1544673060,70,32.46,-84.99,46.04,3.36
560,vangaindrano,92,MG,1544673779,98,-23.35,47.6,74.98,4.16
561,bloomfield,1,US,1544672100,70,40.75,-92.42,32,3.94
562,bardiyah,,,,,,,,
563,lady frere,92,ZA,1544673780,98,-31.7,27.23,54.37,2.71
564,dongying,0,CN,1544673780,53,37.43,118.67,36.05,14.23
565,malakal,,,,,,,,
566,businga,0,CD,1544673781,80,3.34,20.89,66.88,1.36
567,banjar,88,ID,1544673781,84,-7.37,108.54,78.94,3.6
568,haldia,0,IN,1544673781,73,22.03,88.06,72.73,4.61
569,polonnaruwa,88,LK,1544673782,90,7.94,81,74.66,7.18
570,inhambane,56,MZ,1544673782,100,-23.87,35.38,74.03,9.19
571,zonguldak,56,TR,1544673782,100,41.25,31.83,37.58,9.75
572,manggar,64,ID,1544673783,97,-2.88,108.27,83.21,6.73
573,hirara,75,JP,1544670000,72,24.8,125.28,69.8,11.41
574,miyako,75,JP,1544670000,45,33.63,130.94,48.2,16.11
575,mehamn,88,NO,1544673784,94,71.03,27.85,37.94,21.05
576,yining,80,CN,1544673784,98,29.04,114.56,35.74,3.27
577,linkou,68,CN,1544673784,69,45.29,130.27,9.28,3.49
578,yar-sale,56,RU,1544673785,81,66.83,70.83,13.51,19.15
579,chara,75,GR,1544671200,74,39.42,22.43,37.4,4.7
580,galesong,75,ID,1544671800,100,-5.32,119.37,77,6.93
581,el carmen de bolivar,12,CO,1544673705,82,9.72,-75.12,79.43,9.19
582,hualmay,44,PE,1544673787,99,-11.1,-77.61,61.84,0.81
583,puerto baquerizo moreno,92,EC,1544673787,98,-0.9,-89.6,75.34,10.31
584,passos,36,BR,1544673788,92,-20.72,-46.61,62.06,2.71
585,hervey bay,90,AU,1544670000,58,-25.3,152.85,82.4,16.11
586,alekseyevka,75,RU,1544671800,92,53.25,50.49,26.6,8.95
587,palasbari,20,IN,1544671800,94,26.14,91.55,68,3.36
588,parkes,68,AU,1544673789,100,-33.14,148.18,69.13,11.43
589,kostyantynivka,80,UA,1544673790,93,48.53,37.71,31.01,8.97
590,sharan,36,AF,1544673790,69,33.15,68.78,6.53,1.48
591,muroto,40,JP,1544670000,100,33.37,134.14,53.6,8.05
592,kholmogory,90,RU,1544671800,85,64.23,41.65,10.4,2.59
593,semey,0,KZ,1544671800,83,50.41,80.25,-4.01,2.24
594,mizdah,0,LY,1544673792,69,31.45,12.98,33.76,2.93
595,garowe,0,SO,1544673792,92,8.41,48.48,61.48,6.29
596,vanimo,8,PG,1544673793,100,-2.67,141.3,84.16,10.09
597,vila,0,IT,1544673000,99,45.18,8.4,33.8,5.82
598,sandnessjoen,48,NO,1544671200,74,66.02,12.63,28.4,3.36
599,tautira,20,PF,1544671800,74,-17.73,-149.15,84.2,5.82
600,aswan,0,EG,1544670000,62,24.09,32.9,51.8,3.36
601,uni,88,RU,1544673795,85,57.75,51.49,20.93,3.38
602,bathsheba,40,BB,1544670000,65,13.22,-59.52,78.8,17.22
603,uwayl,,,,,,,,
604,tarhunah,,,,,,,,
605,puerto penasco,0,MX,1544673796,100,31.32,-113.53,63.28,6.29
606,marcona,,,,,,,,
607,coihaique,0,CL,1544670000,66,-45.58,-72.07,50,2.24
608,mount gambier,90,AU,1544671800,93,-37.83,140.78,57.2,20.8
609,norman wells,90,CA,1544670000,76,65.28,-126.83,-5.81,6.93
610,la asuncion,88,EC,1544673797,86,-1.64,-78.74,46.63,0.58
